"Pics","PicCount","MLS#","County/Incorporated City","Status","Class","PropType","Address","City","Acres #","DOM","List Ofc 1 - OfcCode","List Date","List Price","Closed Date","# Baths","# Beds","Total SQ. FT."
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/617428/0/120/90/39a942130900ccb4f206101ac328a314/3/fae775bcf33c02cdc334875210b26c02/617428.JPG","35","617428","001","SLD","RE","DETCH","3448 THICKET RUN PL","CHARLOTTESVILLE","0.15","0","K1142","5/12/2021","$670,222","10/17/2022","3.00","4","2,681"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/615193/0/120/90/7bb7464c520f6a08dd1527246b434d62/3/6133bbc36f35e009975292523b2359c8/615193.JPG","33","615193","001","SLD","RE","DETCH","3508 THICKET RUN PL","CHARLOTTESVILLE","0.15","0","K1142","3/24/2021","$673,121","9/23/2022","3.50","5","4,162"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/635389/0/120/90/1fee22d8f7391e3f1c10aac0fd3f34ad/3/c04000be0d046c93af133b1fb6fd26e0/635389.JPG","36","635389","001","SLD","RE","DETCH","1094 DELPHI LN","CHARLOTTESVILLE","0.12","9","K1142","10/4/2022","$650,000","11/15/2022","3.50","4","3,929"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/632030/0/120/90/6f77818360851e2e85e02c86a59ee547/3/3ff5194e36ece6b25ad584f1e827ef8b/632030.JPG","29","632030","001","SLD","RE","DETCH","1870 COBBLESTONE LN","CHARLOTTESVILLE","1.19","40","K1083","6/24/2022","$699,000","9/22/2022","2.50","3","3,259"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/635738/0/120/90/69474bfaff01fe56f6d671ed216f973a/3/8833c5a58249904eb60db4f66a10818d/635738.JPG","62","635738","001","SLD","RE","DETCH","1444 BUTLER ST","CHARLOTTESVILLE","0.14","9","K48","10/14/2022","$699,000","11/16/2022","3.50","4","3,490"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/624031/0/120/90/a14f6b10c9aad63c8c31ecdaae4d391f/3/3b99a19ca7073e317eda73c346e95025/624031.JPG","19","624031","001","SLD","RE","DETCH","3288 THICKET RUN PL","CHARLOTTESVILLE","0.15","0","K1142","11/9/2021","$688,184","11/15/2022","4.00","4","4,413"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/623725/0/120/90/313a08f3e03aa061490a1addbdcf46a6/3/0750e8b5bfea3a2d2552dce9bd52492a/623725.JPG","15","623725","001","SLD","RE","DETCH","3628 THICKET RUN PL","CHARLOTTESVILLE","0.15","0","K1142","10/29/2021","$691,201","11/4/2022","4.00","5","4,413"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/634445/0/120/90/908a9d49f8650f00e9cdfb575b380d41/3/75de14ccedaba3d693156ed1568ee432/634445.JPG","43","634445","001","SLD","RE","DETCH","3286 TURNBERRY CIR","CHARLOTTESVILLE","0.21","1","K1142","9/6/2022","$675,000","10/3/2022","3.50","5","5,956"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/634688/0/120/90/76ab9a3e057836fa2c5f856dc04248f7/3/4b93576967353b9370ed0d1868dc6007/634688.JPG","50","634688","001","SLD","RE","DETCH","945 OWENSVILLE RD","CHARLOTTESVILLE","0.92","4","K80","9/13/2022","$699,999","10/20/2022","3.00","4","3,074"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/634552/0/120/90/5f0d74817d8a92a626418139d9fd6dd4/3/6b9b22c15b7f2a4edde76ab46e3c2949/634552.JPG","41","634552","005","SLD","RE","DETCH","103 AMHERST COMMONS","CHARLOTTESVILLE","0.11","3","K1165","9/9/2022","$689,000","10/13/2022","3.50","3","3,222"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/632952/0/120/90/b718b732dac1061e5f17757e4d8f1c90/3/42d602c73c2a4c0c1269413bd8912bf4/632952.JPG","55","632952","005","SLD","RE","DETCH","717 CARGIL LN","CHARLOTTESVILLE","0.27","29","K1142","7/21/2022","$719,900","9/29/2022","1.50","3","2,455"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/620642/0/120/90/8eb065d2c74abcc6d6b50de9f23f7f85/3/95b39d4c94f3c8d93c40346318c06492/620642.JPG","28","620642","001","SLD","RE","DETCH","3532 THICKET RUN PL","CHARLOTTESVILLE","0.15","0","K1165","10/12/2021","$700,322","11/17/2022","2.00","3","2,557"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/624172/0/120/90/efb20b33eb0d88a2dd6543b21211db52/3/019d8f9ceead58e3ce953bddfdf78da0/624172.JPG","26","624172","001","SLD","RE","DETCH","3484 THICKET RUN PL","CHARLOTTESVILLE","0.15","0","K1142","11/12/2021","$707,964","10/5/2022","4.50","5","4,596"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/630873/0/120/90/15795b62582b72f0c7cc682384139cfc/3/ba3e754c6740f5929cd873dda7240f3c/630873.JPG","67","630873","001","SLD","RE","DETCH","848 WOODLANDS RD","CHARLOTTESVILLE","6.04","4","K5475","5/25/2022","$699,000","9/9/2022","3.00","4","4,764"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/630843/0/120/90/6e5984163fa569bec833dc576bd2fc3c/3/eb7a2c1f4fcf90fbce0050de0634f921/630843.JPG","65","630843","001","SLD","RE","DETCH","1118 WOLFTRAP RD","CHARLOTTESVILLE","5.93","19","K1142","5/25/2022","$750,000","9/9/2022","3.50","4","4,822"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/635159/0/120/90/a186173ce5335d37c6741b65a967927b/3/fd17312b1c485188391669652b01f69a/635159.JPG","42","635159","005","SLD","RE","DETCH","464 NICHOLSON ST","CHARLOTTESVILLE","0.10","7","K1142","9/27/2022","$739,000","11/17/2022","2.50","3","3,306"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/625122/0/120/90/68f071d8d3e24293678673ef422e79d9/3/7a8e976a838f348d67b30c662e05e514/625122.JPG","1","625122","001","SLD","RE","DETCH","3424 THICKET RUN PL","CHARLOTTESVILLE","0.15","0","K1142","12/21/2021","$739,577","9/9/2022","3.50","5","4,162"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/613571/0/120/90/c0b88431bb667f0e383a3e4745414d43/3/f559a37095032ef62eaa9824001e9d42/613571.JPG","57","613571","001","SLD","RE","DETCH","3430 THICKET RUN PL","CHARLOTTESVILLE","0.15","0","K1165","2/13/2021","$739,559","9/1/2022","2.50","3","2,756"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/633608/0/120/90/6b139929b9908e74dbb2a7793b512196/3/697b59c912515b3b06d233e0bd137ffe/633608.JPG","39","633608","005","SLD","RE","DETCH","2333 HIGHLAND AVE","CHARLOTTESVILLE","0.12","5","K1142","8/11/2022","$650,000","10/21/2022","4.00","4","3,157"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/629416/0/120/90/3029bc0e3d9d1e6638601bf24879a371/3/9b25438a02e3be0f865fa105c41fe11d/629416.JPG","57","629416","001","SLD","RE","DETCH","3514 THICKET RUN PL","CHARLOTTESVILLE","0.15","0","K1165","4/23/2022","$742,820","11/3/2022","4.50","4","3,096"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/627108/0/120/90/5e18a6c82feca96da8c9546110845c5e/3/3d6fdb90204a9866b43930d0460f9c48/627108.JPG","51","627108","005","SLD","RE","DETCH","605 WATSON AVE","CHARLOTTESVILLE","0.35","205","K12","3/2/2022","$775,000","11/10/2022","2.50","5","3,020"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/633508/0/120/90/7864342ed3fdde1edcb87ffbf08af6e0/3/8df2f72e20d77e2d43c7e3010789559e/633508.JPG","35","633508","001","SLD","RE","DETCH","3395 COLEMAN DR","CHARLOTTESVILLE","4.08","2","K1083","8/7/2022","$719,900","9/8/2022","3.00","4","3,588"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/633436/0/120/90/574db4f2be1ceea7301b3b3e0a566039/3/83e5d0f46b9b746a7df4d7d272ce88c2/633436.JPG","41","633436","001","SLD","RE","DETCH","3358 WATTS PASSAGE","CHARLOTTESVILLE","5.48","6","K1142","8/4/2022","$695,000","9/13/2022","4.50","6","6,642"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/634048/0/120/90/312b0bd8f65ae544eff71586a0ddc9ad/3/7b2876d34e8aa7575eee0427b7fc4455/634048.JPG","39","634048","005","SLD","RE","DETCH","526 VALLEY RD","CHARLOTTESVILLE","0.23","3","K1083","8/24/2022","$795,000","11/10/2022","6.00","8","3,640"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/633355/0/120/90/5c36831e67204ac0a4609b526907ceb8/3/34bf88ed779573117dcbf7754a26fe84/633355.JPG","61","633355","001","SLD","RE","DETCH","1724 MONET HILL","CHARLOTTESVILLE","0.59","4","K1083","8/3/2022","$825,000","9/6/2022","3.50","5","4,983"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/633598/0/120/90/1cd40f84fb67074135b3e8b71cf072bf/3/286ed5d1db86549faf12ff04ddbadbd2/633598.JPG","68","633598","001","SLD","RE","DETCH","2115 BROWNSTONE LN","CHARLOTTESVILLE","0.62","30","K54","8/10/2022","$875,000","10/3/2022","4.50","6","5,382"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/631958/0/120/90/b3e8f1cbab3bc8b018b6d86c8bcf807e/3/d5f2eb0aa430cdbbdffc4c348433996a/631958.JPG","66","631958","001","SLD","RE","DETCH","2949 RIGGORY RIDGE RD","CHARLOTTESVILLE","5.04","37","K10218","6/22/2022","$925,000","9/15/2022","2.50","4","4,906"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/625932/0/120/90/7e72f20abe9a0f0586a22f98daf1b8d0/3/5c6647292b361c91b0294783675c45a4/625932.JPG","30","625932","005","SLD","RE","DETCH","407 LOCHLYN HILL DR","CHARLOTTESVILLE","0.16","0","K10582","1/27/2022","$844,000","10/14/2022","2.50","3","3,055"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/628670/0/120/90/bb52bb895b0a355bf04f90db36bd3d48/3/42f00e872975010e60ae1c89afed82e8/628670.JPG","50","628670","001","SLD","RE","DETCH","769 BELVEDERE BLVD","CHARLOTTESVILLE","0.10","122","K1142","4/7/2022","$875,000","9/28/2022","4.50","6","4,976"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/633290/0/120/90/d070f929e658a725327131ed24c80b34/3/7a3e26da93cae706aac9a8e5d4133254/633290.JPG","70","633290","001","SLD","RE","DETCH","325 JEFFERS DR","CHARLOTTESVILLE","8.70","8","K10582","8/1/2022","$925,000","10/3/2022","3.50","4","4,869"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/635257/0/120/90/ba0a531320b1edd918ab441fa66c27e3/3/398e496dfb53a28cf9be2ee5b9db5443/635257.JPG","35","635257","001","SLD","RE","DETCH","12 OLD FARM RD","CHARLOTTESVILLE","1.10","0","K1142","9/30/2022","$930,000","10/26/2022","2.00","3","2,828"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/632749/0/120/90/e4064064f4faf74293e25dd516302f7c/3/07dd23895a1a3da858f0646a37ea02ab/632749.JPG","26","632749","005","SLD","RE","DETCH","1360 HILLTOP RD","CHARLOTTESVILLE","0.64","106","K80","7/15/2022","$1,050,000","11/21/2022","2.50","3","3,441"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/629549/0/120/90/e48cd4f00bfb89df7a4f5b6ae540b639/3/79abc002b5dcae85bc0d5a3fae004833/629549.JPG","75","629549","001","SLD","RE","DETCH","340 CEDAR BLUFF RD","CHARLOTTESVILLE","4.01","125","K1142","4/26/2022","$1,000,000","11/3/2022","4.00","4","6,905"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/634715/0/120/90/2dc8ed1b2f6914c3a08c5941696ea8a7/3/476983464a0f178849248c80b68b60a9/634715.JPG","59","634715","001","SLD","RE","DETCH","2024 ASPEN DR","CHARLOTTESVILLE","0.46","2","K1142","9/14/2022","$995,000","10/27/2022","3.50","4","4,579"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/633303/0/120/90/da3766a66401839daca8be7e50b83164/3/a62289b39ed0fcfcc57caa3a2d9e1fc4/633303.JPG","63","633303","001","SLD","RE","DETCH","1552 KENDRA ST","CHARLOTTESVILLE","1.05","4","K1083","8/1/2022","$974,900","10/5/2022","3.50","4","6,564"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/633932/0/120/90/7046e441273f9c0cb0657906e502bef9/3/ca3b4a6568e89c25d148373802b4af15/633932.JPG","60","633932","005","SLD","RE","DETCH","308 KENT RD","CHARLOTTESVILLE","0.37","10","K10299","8/21/2022","$1,037,000","10/3/2022","3.00","4","3,459"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/633461/0/120/90/9dca457e18ad0645ac602ca2997fe9c5/3/964195b89ad68c0f843ce12150a66439/633461.JPG","57","633461","001","SLD","RE","DETCH","2012 ASPEN DR","CHARLOTTESVILLE","0.47","1","K1083","8/6/2022","$989,000","9/23/2022","3.50","4","5,209"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/635444/0/120/90/bbf040759b84175849913973b21107d4/3/d02b392250029d8df433bce5ed387f57/635444.JPG","40","635444","005","SLD","RE","DETCH","217 DOUGLAS AVE","CHARLOTTESVILLE","0.25","5","K1142","10/6/2022","$975,000","11/1/2022","2.50","4","2,648"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/635073/0/120/90/84ddf831eb88f8c94e744915694e384b/3/45d3bef2d27a01c353ff0403e46f6501/635073.JPG","1","635073","001","SLD","RE","DETCH","6574 DICK WOODS RD","CHARLOTTESVILLE","5.51","0","K1083","9/23/2022","$1,030,775","9/23/2022","4.50","4","5,723"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/625679/0/120/90/b3471cc8667607d2d53044175d9248db/3/9abd3d1263c150c2a5ada2e8c7a25cba/625679.JPG","1","625679","001","SLD","RE","DETCH","921 BELLUNO CT","CHARLOTTESVILLE","0.20","0","K1083","7/27/2022","$1,033,565","11/18/2022","5.00","6","5,107"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/634278/0/120/90/2b9a511c55038582140a0528c039dca7/3/f9d34246da5eb1ed205ea31fcd8864b0/634278.JPG","68","634278","001","SLD","RE","DETCH","2270 OWENSVILLE RD","CHARLOTTESVILLE","2.00","5","K10390","8/31/2022","$975,000","10/13/2022","4.50","5","6,073"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/624638/0/120/90/300292117caf6126f7a0491720d6728f/3/a9a4d641082cdacfdda3e1365c8f3bd6/624638.JPG","63","624638","005","SLD","RE","DETCH","425 LOCHLYN HILL DR","CHARLOTTESVILLE","0.17","0","K10582","11/30/2021","$1,126,000","10/3/2022","3.50","3","3,830"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/633417/0/120/90/4df1ae9e8d462dd8b59a3a3988ed0b74/3/61045ecef8c951f469247eb5d9e4c9b7/633417.JPG","55","633417","001","SLD","RE","DETCH","699 IVY DEPOT RD","CHARLOTTESVILLE","3.20","45","K1083","8/4/2022","$1,249,000","10/31/2022","3.00","4","5,017"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/634832/0/120/90/7776167b0d5ca22a25d99e1f9a5e0040/3/4a9dc95c85f4bfc5a33598a410be36ac/634832.JPG","70","634832","001","SLD","RE","DETCH","1411 KENDRA CIR","CHARLOTTESVILLE","1.00","3","K1344","9/16/2022","$1,185,000","10/27/2022","5.50","6","6,485"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/618097/0/120/90/7a58f497305fd437b408b052cca47575/3/c4a8e46028e4cc73854adbb7acd758be/618097.JPG","1","618097","001","SLD","RE","DETCH","6564 DICK WOODS RD","CHARLOTTESVILLE","6.70","0","K1083","7/27/2022","$1,168,159","9/9/2022","3.50","4","4,900"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/632801/0/120/90/05d8104275acc34eb4a8c6424f40e4f5/3/dcc89d3b69ea2760a6662b26d2e7633c/632801.JPG","52","632801","001","SLD","RE","DETCH","2743 FREE UNION RD","CHARLOTTESVILLE","4.07","6","K1353","7/16/2022","$1,195,000","9/7/2022","3.50","4","3,488"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/622132/0/120/90/5e4ea6e0cc1bf140564e845700fbada2/3/e7d3e885a83300d5ccaf726148d5ba20/622132.JPG","64","622132","001","SLD","RE","DETCH","4189 RED HILL RD","CHARLOTTESVILLE","10.07","319","K67","9/14/2021","$1,299,900","9/26/2022","4.00","4","8,932"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/634087/0/120/90/cfb423e3345045cf60e29ae31c9001ac/3/04ec1a531fdab59cf647c9995045865a/634087.JPG","47","634087","005","SLD","RE","DETCH","938 ROSSER LN","CHARLOTTESVILLE","0.51","7","K1142","8/25/2022","$1,275,000","11/10/2022","3.50","4","3,969"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/633733/0/120/90/7a7a334a4ebe510e40beccbe41ea35e9/3/58b84ee04ec27ac61e46704247a5ceb3/633733.JPG","35","633733","001","SLD","RE","DETCH","428 EDNAM DR","CHARLOTTESVILLE","1.52","9","K1083","8/15/2022","$1,395,000","9/23/2022","3.50","4","4,421"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/632757/0/120/90/e892ed94fdea48fe901a9581fdf45f19/3/14b1c0b97e1f9efda5b7a3b93f78af80/632757.JPG","45","632757","001","SLD","RE","DETCH","6721 FOSTER RDG","CHARLOTTESVILLE","21.94","6","K94","7/15/2022","$1,300,000","9/8/2022","4.50","4","8,324"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/632279/0/120/90/4defac995f702cdc0ab3b22503bde3ea/3/a7dd1185b5359324316d44d8280662dd/632279.JPG","52","632279","005","SLD","RE","DETCH","1112 RUGBY RD","CHARLOTTESVILLE","0.33","94","K10428","6/30/2022","$1,575,000","10/26/2022","4.00","4","4,361"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/622827/0/120/90/cd4f4683a7d7d27bc3ff52f6721a6243/3/a81093215d4598ca8a7db877ceb3fd5c/622827.JPG","50","622827","001","SLD","RE","DETCH","2744 PROFFIT CROSSING LN","CHARLOTTESVILLE","2.55","0","K1083","10/3/2021","$1,550,000","9/1/2022","5.50","4","7,410"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/633081/0/120/90/163d4cf9f1069cf69050698803db124f/3/b9e750018f274160e941e0ffd267ad79/633081.JPG","74","633081","001","SLD","RE","DETCH","705 INGLESIDE LN","CHARLOTTESVILLE","5.58","39","K10582","7/25/2022","$2,000,000","11/17/2022","6.00","6","7,956"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/629905/0/120/90/abc3f4f6b898b40769d2c582d59e98ce/3/f7a567795746c9ae7d43c8689eb6795b/629905.JPG","74","629905","001","SLD","RE","DETCH","410 HOUNDSTOOTH CT","CHARLOTTESVILLE","2.22","83","K1321","5/4/2022","$1,795,000","9/22/2022","6.50","4","6,807"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/633983/0/120/90/8670a6d55529db2bcb366e33f89b93be/3/cf4c4ec35b6ca18f5aab004f30ca113e/633983.JPG","40","633983","001","SLD","RE","DETCH","204 DEVON RD","CHARLOTTESVILLE","1.39","4","K10268","8/23/2022","$1,625,000","9/19/2022","4.50","5","5,433"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/617063/0/120/90/063ef276f2fb1c274a1c84d672ebf6a6/3/021912d6905aa45f22450d89d5cff6ff/617063.JPG","1","617063","001","SLD","RE","DETCH","2394 SUMMIT RIDGE TRL","CHARLOTTESVILLE","1.07","0","K323","5/4/2021","$1,714,000","9/21/2022","4.50","4","6,627"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/630313/0/120/90/c68e5d1c08bad266d47fad6edb33ee00/3/01bf67070f3b7a90f37e0dd2fc483410/630313.JPG","75","630313","001","SLD","RE","DETCH","2715 FRAYS MEADOW CT","CHARLOTTESVILLE","6.49","96","K1344","5/13/2022","$2,250,000","10/6/2022","5.50","5","10,568"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/631077/0/120/90/4cb19fa70cbdd0d0a84fbffb4e307c71/3/fb4d9a5f6b73dca8bb58e097d8315e54/631077.JPG","60","631077","001","SLD","RE","DETCH","106 REYNARD DR","CHARLOTTESVILLE","1.46","63","K12","6/1/2022","$2,350,000","9/15/2022","4.50","4","7,384"
"//cdnparap110.paragonrels.com/ParagonImages/Property/P11/CAAR/632010/0/120/90/96e6792f1e98d65450beca1da014f661/3/c4b0a0d2e5ddf4a240f3448eb388d25b/632010.JPG","48","632010","001","SLD","RE","DETCH","1435 WALDEMAR DR","CHARLOTTESVILLE","21.85","42","K10268","6/23/2022","$2,900,000","10/7/2022","5.00","4","7,836"
